time,Event_context,Component,Event_name,Description,Origin,matrik
9/7/2020 22:00:00,Course: SSK3207-4: ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN (COMPUTER ORGANIZATION AND ASSEMBLY LANGUAGE),System,Course viewed,The user with id '1191' viewed the course with id '3098'.,web,3923A0
9/7/2020 22:02:00,Course: SSK3100-2: PENGATURCARAAN KOMPUTER I(COMPUTER PROGRAMMING I),System,Course viewed,The user with id '30345' viewed the course with id '4061'.,web,744820
9/7/2020 22:02:00,Quiz: QUIZ (Second Assesment),Quiz,Quiz attempt reviewed,The user with id '999' has had their attempt with id '52187' reviewed by the user with id '13432' for the quiz with course module id '79647'.,web,8417A0
9/7/2020 22:02:00,Assignment: Lab06 : Method,Assignment,The status of the submission has been viewed.,The user with id '30345' has viewed the submission status page for the assignment with course module id '67791'.,web,744820
9/7/2020 22:02:00,Quiz: QUIZ (Second Assesment),Quiz,Question manually graded,The user with id '999' manually graded the question with id '20559' for the attempt with id '52187' for the quiz with course module id '79647'.,web,8417A0
9/7/2020 22:02:00,Assignment: Lab06 : Method,Assignment,Course module viewed,The user with id '30345' viewed the 'assign' activity with course module id '67791'.,web,744820
9/7/2020 22:03:00,Assignment: Lab 8 - Introduction to GUI,Assignment,The status of the submission has been viewed.,The user with id '13191' has viewed the submission status page for the assignment with course module id '87847'.,web,934120
9/7/2020 22:03:00,Quiz: QUIZ (Second Assesment),Quiz,Quiz attempt reviewed,The user with id '999' has had their attempt with id '52187' reviewed by the user with id '13432' for the quiz with course module id '79647'.,web,8417A0
9/7/2020 22:03:00,Attendance: Attendance for July,Attendance,Session report viewed,User with id 6796 viewed attendance sessions for student with id 6796,web,GS52430
9/7/2020 22:03:00,Assignment: Lab 8 - Introduction to GUI,Assignment,Submission form viewed.,The user with id '13191' viewed their submission for the assignment with course module id '87847'.,web,934120
9/7/2020 22:03:00,Quiz: QUIZ (Second Assesment),Quiz,Question manually graded,The user with id '999' manually graded the question with id '20560' for the attempt with id '52187' for the quiz with course module id '79647'.,web,8417A0
9/7/2020 22:03:00,Assignment: Lab 8 - Introduction to GUI,Assignment,Course module viewed,The user with id '13191' viewed the 'assign' activity with course module id '87847'.,web,934120
9/7/2020 22:03:00,Assignment: Lab 8 - Introduction to GUI,Assignment,Submission form viewed.,The user with id '13191' viewed their submission for the assignment with course module id '87847'.,web,934120
9/7/2020 22:03:00,Assignment: Lab 8 - Introduction to GUI,Assignment,Course module viewed,The user with id '13191' viewed the 'assign' activity with course module id '87847'.,web,934120
9/7/2020 22:03:00,Assignment: Lab 8 - Introduction to GUI,Assignment,Course module viewed,The user with id '13191' viewed the 'assign' activity with course module id '87847'.,web,934120
9/7/2020 22:04:00,File: Report template For Usability Testing,File,Course module viewed,The user with id '21331' viewed the 'resource' activity with course module id '92105'.,web,885919
9/7/2020 22:04:00,Assignment: Lab 8 - Introduction to GUI,Assignment,A submission has been submitted.,The user with id '13191' has submitted the submission with id '228392' for the assignment with course module id '87847'.,web,934120
9/7/2020 22:04:00,Course: SSE3307-1: ANTARA MUKA PENGGUNA DAN PENGALAMAN PENGGUNA(USER INTERFACE AND USER EXPERIENCE),System,Course viewed,The user with id '21331' viewed the course with id '3959'.,web,885919
9/7/2020 22:04:00,Assignment: Lab 8 - Introduction to GUI,Assignment,The status of the submission has been viewed.,The user with id '13191' has viewed the submission status page for the assignment with course module id '87847'.,web,934120
9/7/2020 22:04:00,Assignment: Lab 8 - Introduction to GUI,Online text submissions,An online text has been uploaded.,The user with id '13191' has saved an online text submission with id '228392' in the assignment activity with course module id '87847'.,web,934120
9/7/2020 22:04:00,Assignment: Lab 8 - Introduction to GUI,Assignment,Submission form viewed.,The user with id '13191' viewed their submission for the assignment with course module id '87847'.,web,934120
9/7/2020 22:04:00,Assignment: Lab 8 - Introduction to GUI,Online text submissions,Submission updated.,The user with id '13191' updated an online text submission with '513' words in the assignment with course module id '87847'.,web,934120
9/7/2020 22:04:00,Assignment: Lab 8 - Introduction to GUI,Online text submissions,An online text has been uploaded.,The user with id '13191' has saved an online text submission with id '228392' in the assignment activity with course module id '87847'.,web,934120
9/7/2020 22:04:00,Assignment: Lab 8 - Introduction to GUI,Assignment,Course module viewed,The user with id '13191' viewed the 'assign' activity with course module id '87847'.,web,934120
9/7/2020 22:04:00,Assignment: Lab 8 - Introduction to GUI,Assignment,Course module viewed,The user with id '13191' viewed the 'assign' activity with course module id '87847'.,web,934120
9/7/2020 22:04:00,Assignment: Lab 8 - Introduction to GUI,Assignment,Course module viewed,The user with id '13191' viewed the 'assign' activity with course module id '87847'.,web,934120
9/7/2020 22:04:00,Assignment: Lab 8 - Introduction to GUI,Assignment,The status of the submission has been viewed.,The user with id '13191' has viewed the submission status page for the assignment with course module id '87847'.,web,934120
9/7/2020 22:04:00,Assignment: Lab 8 - Introduction to GUI,Online text submissions,Submission created.,The user with id '13191' created an online text submission with '513' words in the assignment with course module id '87847'.,web,934120
9/7/2020 22:04:00,Assignment: Lab 8 - Introduction to GUI,Assignment,Course module viewed,The user with id '13191' viewed the 'assign' activity with course module id '87847'.,web,934120
9/7/2020 22:04:00,Assignment: Lab 8 - Introduction to GUI,Assignment,Course module viewed,The user with id '13191' viewed the 'assign' activity with course module id '87847'.,web,934120
9/7/2020 22:04:00,Course: SSK3101-2: PENGATURCARAAN KOMPUTER II (COMPUTER PROGRAMMING II),System,Course viewed,The user with id '13191' viewed the course with id '3084'.,web,934120
9/7/2020 22:04:00,Assignment: Lab 8 - Introduction to GUI,Assignment,The status of the submission has been viewed.,The user with id '13191' has viewed the submission status page for the assignment with course module id '87847'.,web,934120
9/7/2020 22:04:00,Assignment: Lab 8 - Introduction to GUI,Assignment,Course module viewed,The user with id '13191' viewed the 'assign' activity with course module id '87847'.,web,934120
9/7/2020 22:04:00,Assignment: Lab 8 - Introduction to GUI,Assignment,A submission has been submitted.,The user with id '13191' has submitted the submission with id '228392' for the assignment with course module id '87847'.,web,934120
9/7/2020 22:05:00,Quiz: QUIZ (Second Assesment),Quiz,Quiz attempt reviewed,The user with id '999' has had their attempt with id '52187' reviewed by the user with id '13432' for the quiz with course module id '79647'.,web,8417A0
9/7/2020 22:05:00,Course: SKR3200-6: KOMUNIKASI DAN RANGKAIAN KOMPUTER (COMMUNICATION AND COMPUTER NETWORKS),System,Course viewed,The user with id '13191' viewed the course with id '3015'.,web,934120
9/7/2020 22:05:00,Quiz: QUIZ (Second Assesment),Quiz,Question manually graded,The user with id '999' manually graded the question with id '20562' for the attempt with id '52187' for the quiz with course module id '79647'.,web,8417A0
9/7/2020 22:05:00,Assignment: Group Project Submission,Assignment,The status of the submission has been viewed.,The user with id '13191' has viewed the submission status page for the assignment with course module id '83739'.,web,934120
9/7/2020 22:05:00,Course: SIM3251-1: STATISTIK BAGI SAINS KOMPUTER (STATISTICS FOR COMPUTER SCIENCE),System,User graded,The user with id '999' updated the grade with id '610152' for the user with id '13432' for the grade item with id '23109'.,web,8417A0
9/7/2020 22:05:00,Assignment: Group Project Submission,Assignment,Course module viewed,The user with id '13191' viewed the 'assign' activity with course module id '83739'.,web,934120
9/7/2020 22:05:00,Quiz: QUIZ (Second Assesment),Quiz,Quiz report viewed,The user with id '999' viewed the report 'overview' for the quiz with course module id '79647'.,web,8417A0
9/7/2020 22:05:00,Quiz: QUIZ (Second Assesment),Quiz,Course module viewed,The user with id '999' viewed the 'quiz' activity with course module id '79647'.,web,8417A0
9/7/2020 22:05:00,Quiz: QUIZ (Second Assesment),Quiz,Course module viewed,The user with id '999' viewed the 'quiz' activity with course module id '79647'.,web,8417A0
9/7/2020 22:05:00,Quiz: QUIZ (Second Assesment),Quiz,Course module viewed,The user with id '999' viewed the 'quiz' activity with course module id '79647'.,web,8417A0
9/7/2020 22:05:00,Quiz: QUIZ (Second Assesment),Quiz,Course module viewed,The user with id '999' viewed the 'quiz' activity with course module id '79647'.,web,8417A0
9/7/2020 22:06:00,File: Group Project SKR3200,File,Course module viewed,The user with id '13191' viewed the 'resource' activity with course module id '66795'.,web,934120
9/7/2020 22:06:00,Quiz: QUIZ (Second Assesment),Quiz,Quiz attempt reviewed,The user with id '999' has had their attempt with id '52189' reviewed by the user with id '1917' for the quiz with course module id '79647'.,web,8417A0
9/7/2020 22:06:00,File: Group Project SKR3200,File,Course module viewed,The user with id '13191' viewed the 'resource' activity with course module id '66795'.,web,934120
9/7/2020 22:07:00,File: CHAP 1-Introduction to Ethics- Part 2,File,Course module viewed,The user with id '20014' viewed the 'resource' activity with course module id '29358'.,web,733519
9/7/2020 22:08:00,Course: SSE4300-1: PENGURUSAN PROJEK PERISIAN (SOFTWARE PROJECT MANAGEMENT),System,Course viewed,The user with id '17181' viewed the course with id '3064'.,web,677619
9/7/2020 22:08:00,Assignment: MILESTONE 3: IMPLEMENTATION &amp; TESTING (AFTER MCO),Assignment,Course module viewed,The user with id '13191' viewed the 'assign' activity with course module id '86786'.,web,934120
9/7/2020 22:08:00,Course: SSE3307-2: ANTARA MUKA PENGGUNA DAN PENGALAMAN PENGGUNA(USER INTERFACE AND USER EXPERIENCE),System,Course viewed,The user with id '15257' viewed the course with id '3944'.,web,219119
9/7/2020 22:08:00,Assignment: Individual Assignment 1,Assignment,Course module viewed,The user with id '17181' viewed the 'assign' activity with course module id '48863'.,web,677619
9/7/2020 22:08:00,Assignment: MILESTONE 3: IMPLEMENTATION &amp; TESTING (AFTER MCO),Assignment,The status of the submission has been viewed.,The user with id '13191' has viewed the submission status page for the assignment with course module id '86786'.,web,934120
9/7/2020 22:08:00,Course: SSE3307-2: ANTARA MUKA PENGGUNA DAN PENGALAMAN PENGGUNA(USER INTERFACE AND USER EXPERIENCE),System,Course viewed,The user with id '15257' viewed the course with id '3944'.,web,219119
9/7/2020 22:08:00,Course: SSE4300-1: PENGURUSAN PROJEK PERISIAN (SOFTWARE PROJECT MANAGEMENT),System,Course viewed,The user with id '17181' viewed the course with id '3064'.,web,677619
9/7/2020 22:08:00,Course: SKM3300-1: PEMBANGUNAN APLIKASI MULTIMEDIA (MULTIMEDIA APPLICATION DEVELOPMENT),System,Course viewed,The user with id '13191' viewed the course with id '2961'.,web,934120
9/7/2020 22:08:00,File: Template - Usability testing,File,Course module viewed,The user with id '15257' viewed the 'resource' activity with course module id '92130'.,web,219119
9/7/2020 22:08:00,Assignment: Individual Assignment 1,Assignment,The status of the submission has been viewed.,The user with id '17181' has viewed the submission status page for the assignment with course module id '48863'.,web,677619
9/7/2020 22:09:00,Assignment: Individual Assignment,Assignment,Course module viewed,The user with id '17181' viewed the 'assign' activity with course module id '92938'.,web,677619
9/7/2020 22:09:00,Assignment: Individual Assignment,Assignment,The status of the submission has been viewed.,The user with id '17181' has viewed the submission status page for the assignment with course module id '92938'.,web,677619
9/7/2020 22:10:00,Assignment: Exercise 10,Assignment,Course module viewed,The user with id '13878' viewed the 'assign' activity with course module id '90215'.,web,719019
9/7/2020 22:10:00,Course: SSK4602-3: KOMPUTERAN CERDAS (INTELLIGENT COMPUTING),System,Course viewed,The user with id '13878' viewed the course with id '3120'.,web,719019
9/7/2020 22:10:00,Assignment: Exercise 10,Assignment,Submission form viewed.,The user with id '13878' viewed their submission for the assignment with course module id '90215'.,web,719019
9/7/2020 22:10:00,Assignment: Exercise 10,Assignment,The status of the submission has been viewed.,The user with id '13878' has viewed the submission status page for the assignment with course module id '90215'.,web,719019
9/7/2020 22:10:00,Assignment: Exercise 10,Assignment,Course module viewed,The user with id '13878' viewed the 'assign' activity with course module id '90215'.,web,719019
9/7/2020 22:11:00,Assignment: Exercise 10,File submissions,A file has been uploaded.,The user with id '13878' has uploaded a file to the submission with id '243509' in the assignment activity with course module id '90215'.,web,719019
9/7/2020 22:11:00,Assignment: Exercise 10,Assignment,Course module viewed,The user with id '13878' viewed the 'assign' activity with course module id '90215'.,web,719019
9/7/2020 22:11:00,Assignment: Exercise 10,Assignment,The status of the submission has been viewed.,The user with id '13878' has viewed the submission status page for the assignment with course module id '90215'.,web,719019
9/7/2020 22:11:00,Assignment: Exercise 10,File submissions,Submission created.,The user with id '13878' created a file submission and uploaded '1' file/s in the assignment with course module id '90215'.,web,719019
9/7/2020 22:11:00,Assignment: Exercise 10,Assignment,A submission has been submitted.,The user with id '13878' has submitted the submission with id '243509' for the assignment with course module id '90215'.,web,719019
9/7/2020 22:11:00,Assignment: Exercise 10,Assignment,Course module viewed,The user with id '13878' viewed the 'assign' activity with course module id '90215'.,web,719019
9/7/2020 22:12:00,Course: SKR3200-6: KOMUNIKASI DAN RANGKAIAN KOMPUTER (COMMUNICATION AND COMPUTER NETWORKS),System,Course viewed,The user with id '13191' viewed the course with id '3015'.,web,934120
9/7/2020 22:12:00,Quiz: QUIZ (Second Assesment),Quiz,Quiz attempt reviewed,The user with id '999' has had their attempt with id '52189' reviewed by the user with id '1917' for the quiz with course module id '79647'.,web,8417A0
9/7/2020 22:12:00,Quiz: QUIZ (Second Assesment),Quiz,Question manually graded,The user with id '999' manually graded the question with id '20552' for the attempt with id '52189' for the quiz with course module id '79647'.,web,8417A0
9/7/2020 22:14:00,Course: SSK5117-1: STRUKTUR DATA LANJUTAN (ADVANCED DATA STRUCTURE),System,Course viewed,The user with id '8703' viewed the course with id '3841'.,web,GS54913
9/7/2020 22:14:00,Course: SIM3251-1: STATISTIK BAGI SAINS KOMPUTER (STATISTICS FOR COMPUTER SCIENCE),System,Course viewed,The user with id '999' viewed the course with id '2949'.,web,8417A0
9/7/2020 22:14:00,Course: SKM4213-2: PEMPROSESAN IMEJ DIGITAL (DIGITAL IMAGE PROCESSING),System,Course viewed,The user with id '2365' viewed the course with id '2965'.,web,146719
9/7/2020 22:14:00,Quiz: QUIZ (Second Assesment),Quiz,Question manually graded,The user with id '999' manually graded the question with id '20553' for the attempt with id '52189' for the quiz with course module id '79647'.,web,8417A0
9/7/2020 22:14:00,Assignment: Assignment 1,Assignment,Course module viewed,The user with id '8703' viewed the 'assign' activity with course module id '19941'.,web,GS54913
9/7/2020 22:14:00,Assignment: Assignment 1,Assignment,The status of the submission has been viewed.,The user with id '8703' has viewed the submission status page for the assignment with course module id '19941'.,web,GS54913
9/7/2020 22:14:00,Course: SSK5117-1: STRUKTUR DATA LANJUTAN (ADVANCED DATA STRUCTURE),System,Course viewed,The user with id '8703' viewed the course with id '3841'.,web,GS54913
9/7/2020 22:15:00,Course: SKM3300-1: PEMBANGUNAN APLIKASI MULTIMEDIA (MULTIMEDIA APPLICATION DEVELOPMENT),System,Course viewed,The user with id '13191' viewed the course with id '2961'.,web,934120
9/7/2020 22:15:00,Assignment: PROJECT SUBMISSION,Assignment,Course module viewed,The user with id '2365' viewed the 'assign' activity with course module id '94773'.,web,146719
9/7/2020 22:15:00,Course: SKR4205-1: RANGKAIAN WAYERLES DAN BERGERAK (WIRELESS AND MOBILE NETWORK),System,Course viewed,The user with id '4006' viewed the course with id '3027'.,web,581419
9/7/2020 22:15:00,Assignment: Exercise 10,Assignment,Course module viewed,The user with id '29092' viewed the 'assign' activity with course module id '90215'.,web,746219
9/7/2020 22:15:00,Attendance: Attendance,Attendance,Session report viewed,User with id 2365 viewed attendance sessions for student with id 2365,web,146719
9/7/2020 22:15:00,Quiz: QUIZ (Second Assesment),Quiz,Quiz report viewed,The user with id '999' viewed the report 'overview' for the quiz with course module id '79647'.,web,8417A0
9/7/2020 22:15:00,Assignment: Exercise 10,Assignment,The status of the submission has been viewed.,The user with id '29092' has viewed the submission status page for the assignment with course module id '90215'.,web,746219
9/7/2020 22:15:00,Course: SKM4213-2: PEMPROSESAN IMEJ DIGITAL (DIGITAL IMAGE PROCESSING),System,Course viewed,The user with id '2365' viewed the course with id '2965'.,web,146719
9/7/2020 22:15:00,Assignment: Quiz 2,Assignment,The status of the submission has been viewed.,The user with id '4006' has viewed the submission status page for the assignment with course module id '94986'.,web,581419
9/7/2020 22:15:00,File: LECTURE NOTES,File,Course module viewed,The user with id '2365' viewed the 'resource' activity with course module id '92776'.,web,146719
9/7/2020 22:15:00,Quiz: QUIZ (Second Assesment),Quiz,Course module viewed,The user with id '999' viewed the 'quiz' activity with course module id '79647'.,web,8417A0
9/7/2020 22:15:00,Assignment: PROJECT SUBMISSION,Assignment,The status of the submission has been viewed.,The user with id '2365' has viewed the submission status page for the assignment with course module id '94773'.,web,146719
9/7/2020 22:15:00,Assignment: Quiz 4,Assignment,The status of the submission has been viewed.,The user with id '4006' has viewed the submission status page for the assignment with course module id '94988'.,web,581419
9/7/2020 22:15:00,Assignment: Quiz 3,Assignment,The status of the submission has been viewed.,The user with id '4006' has viewed the submission status page for the assignment with course module id '94987'.,web,581419
9/7/2020 22:15:00,Assignment: Quiz 3,Assignment,The status of the submission has been viewed.,The user with id '4006' has viewed the submission status page for the assignment with course module id '94987'.,web,581419
9/7/2020 22:15:00,Assignment: Quiz 4,Assignment,Course module viewed,The user with id '4006' viewed the 'assign' activity with course module id '94988'.,web,581419
9/7/2020 22:15:00,Assignment: Quiz 2,Assignment,Course module viewed,The user with id '4006' viewed the 'assign' activity with course module id '94986'.,web,581419
9/7/2020 22:15:00,Assignment: Quiz 3,Assignment,Course module viewed,The user with id '4006' viewed the 'assign' activity with course module id '94987'.,web,581419
9/7/2020 22:15:00,Assignment: Quiz 2,Assignment,Course module viewed,The user with id '4006' viewed the 'assign' activity with course module id '94986'.,web,581419
9/7/2020 22:15:00,Assignment: Quiz 2,Assignment,Submission form viewed.,The user with id '4006' viewed their submission for the assignment with course module id '94986'.,web,581419
9/7/2020 22:15:00,Assignment: Quiz 2,File submissions,Submission created.,The user with id '4006' created a file submission and uploaded '1' file/s in the assignment with course module id '94986'.,web,581419
9/7/2020 22:15:00,Assignment: Quiz 3,Assignment,Course module viewed,The user with id '4006' viewed the 'assign' activity with course module id '94987'.,web,581419
9/7/2020 22:15:00,Assignment: Quiz 3,Assignment,Course module viewed,The user with id '4006' viewed the 'assign' activity with course module id '94987'.,web,581419
9/7/2020 22:15:00,Course: SKR4205-1: RANGKAIAN WAYERLES DAN BERGERAK (WIRELESS AND MOBILE NETWORK),System,Course viewed,The user with id '4006' viewed the course with id '3027'.,web,581419
9/7/2020 22:15:00,Assignment: Quiz 2,File submissions,A file has been uploaded.,The user with id '4006' has uploaded a file to the submission with id '243135' in the assignment activity with course module id '94986'.,web,581419
9/7/2020 22:15:00,Course: SKR4205-1: RANGKAIAN WAYERLES DAN BERGERAK (WIRELESS AND MOBILE NETWORK),System,Course viewed,The user with id '4006' viewed the course with id '3027'.,web,581419
9/7/2020 22:15:00,Assignment: Quiz 2,Assignment,Course module viewed,The user with id '4006' viewed the 'assign' activity with course module id '94986'.,web,581419
9/7/2020 22:15:00,Assignment: Quiz 2,Assignment,A submission has been submitted.,The user with id '4006' has submitted the submission with id '243135' for the assignment with course module id '94986'.,web,581419
9/7/2020 22:15:00,Assignment: Quiz 3,Assignment,Submission form viewed.,The user with id '4006' viewed their submission for the assignment with course module id '94987'.,web,581419
9/7/2020 22:16:00,Course: SKM4213-2: PEMPROSESAN IMEJ DIGITAL (DIGITAL IMAGE PROCESSING),System,Course viewed,The user with id '3448' viewed the course with id '2965'.,web,017619
9/7/2020 22:16:00,Course: SKM4213-2: PEMPROSESAN IMEJ DIGITAL (DIGITAL IMAGE PROCESSING),System,Course viewed,The user with id '2365' viewed the course with id '2965'.,web,146719
9/7/2020 22:16:00,Assignment: WEEK 14 - Presentation,Assignment,The status of the submission has been viewed.,The user with id '20781' has viewed the submission status page for the assignment with course module id '87966'.,web,394620
9/7/2020 22:16:00,Course: SSK3207-9: ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN(COMPUTER ORGANIZATION AND ASSEMBLY LANGUAGE),System,Course viewed,The user with id '17948' viewed the course with id '4129'.,web,944120
9/7/2020 22:16:00,Assignment: Quiz 3,File submissions,Submission created.,The user with id '4006' created a file submission and uploaded '1' file/s in the assignment with course module id '94987'.,web,581419
9/7/2020 22:16:00,Assignment: SSK3207 (G1 and G9) Group Assignment 2,Assignment,The status of the submission has been viewed.,The user with id '20781' has viewed the submission status page for the assignment with course module id '79162'.,web,394620
9/7/2020 22:16:00,Quiz: Quiz 1,Quiz,Course module viewed,The user with id '4006' viewed the 'quiz' activity with course module id '94981'.,web,581419
9/7/2020 22:16:00,Assignment: SSK3207 (G1 and G9) Group Assignment 2,Assignment,Course module viewed,The user with id '20781' viewed the 'assign' activity with course module id '79162'.,web,394620
9/7/2020 22:16:00,Assignment: Quiz 3,Assignment,The status of the submission has been viewed.,The user with id '4006' has viewed the submission status page for the assignment with course module id '94987'.,web,581419
9/7/2020 22:16:00,Assignment: WEEK 14 - Presentation,Assignment,Course module viewed,The user with id '20781' viewed the 'assign' activity with course module id '87966'.,web,394620
9/7/2020 22:16:00,Course: SKR4205-1: RANGKAIAN WAYERLES DAN BERGERAK (WIRELESS AND MOBILE NETWORK),System,Course viewed,The user with id '4006' viewed the course with id '3027'.,web,581419
9/7/2020 22:16:00,Assignment: Quiz 3,File submissions,A file has been uploaded.,The user with id '4006' has uploaded a file to the submission with id '243110' in the assignment activity with course module id '94987'.,web,581419
9/7/2020 22:16:00,Quiz: Quiz 1,Quiz,Quiz attempt summary viewed,The user with id '4006' has viewed the summary for the attempt with id '63949' belonging to the user with id '4006' for the quiz with course module id '94981'.,web,581419
9/7/2020 22:16:00,Quiz: Quiz 1,Quiz,Course module viewed,The user with id '4006' viewed the 'quiz' activity with course module id '94981'.,web,581419
9/7/2020 22:16:00,Assignment: Quiz 3,Assignment,A submission has been submitted.,The user with id '4006' has submitted the submission with id '243110' for the assignment with course module id '94987'.,web,581419
9/7/2020 22:16:00,Assignment: Quiz 3,Assignment,Course module viewed,The user with id '4006' viewed the 'assign' activity with course module id '94987'.,web,581419
9/7/2020 22:16:00,Quiz: Quiz 1,Quiz,Quiz attempt viewed,The user with id '4006' has viewed the attempt with id '63949' belonging to the user with id '4006' for the quiz with course module id '94981'.,web,581419
9/7/2020 22:16:00,Course: SKR4205-1: RANGKAIAN WAYERLES DAN BERGERAK (WIRELESS AND MOBILE NETWORK),System,Course viewed,The user with id '4006' viewed the course with id '3027'.,web,581419
9/7/2020 22:16:00,Quiz: Quiz 1,Quiz,Quiz attempt started,The user with id '4006' has started the attempt with id '63949' for the quiz with course module id '94981'.,web,581419
9/7/2020 22:16:00,Assignment: Quiz 3,Assignment,Course module viewed,The user with id '4006' viewed the 'assign' activity with course module id '94987'.,web,581419
9/7/2020 22:16:00,Course: SKR4205-1: RANGKAIAN WAYERLES DAN BERGERAK (WIRELESS AND MOBILE NETWORK),System,Course viewed,The user with id '4006' viewed the course with id '3027'.,web,581419
9/7/2020 22:17:00,File: Project SKM4213,File,Course module viewed,The user with id '2365' viewed the 'resource' activity with course module id '49014'.,web,146719
9/7/2020 22:17:00,File: Project SKM4213,File,Course module viewed,The user with id '3448' viewed the 'resource' activity with course module id '49014'.,web,017619
9/7/2020 22:17:00,Quiz: QUIZ (Second Assesment),Quiz,Question manually graded,The user with id '999' manually graded the question with id '20559' for the attempt with id '52189' for the quiz with course module id '79647'.,web,8417A0
9/7/2020 22:17:00,Assignment: SSK3207 (G1 and G9) Group Assignment 2,Assignment,The status of the submission has been viewed.,The user with id '17948' has viewed the submission status page for the assignment with course module id '79162'.,web,944120
9/7/2020 22:17:00,Course: SSK3207-9: ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN(COMPUTER ORGANIZATION AND ASSEMBLY LANGUAGE),System,Course viewed,The user with id '19913' viewed the course with id '4129'.,web,342320
9/7/2020 22:17:00,Assignment: SSK3207 (G1 and G9) Group Assignment 2,Assignment,Course module viewed,The user with id '17948' viewed the 'assign' activity with course module id '79162'.,web,944120
9/7/2020 22:17:00,Forum: Announcement for SECOND ONLINE ASSIGNMENT,Forum,Course module viewed,The user with id '19913' viewed the 'forum' activity with course module id '80305'.,web,342320
9/7/2020 22:18:00,Course: SSK3207-9: ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN(COMPUTER ORGANIZATION AND ASSEMBLY LANGUAGE),System,Course viewed,The user with id '17948' viewed the course with id '4129'.,web,944120
9/7/2020 22:18:00,Course: SSK5207-1: UNDANG-UNDANG SIBER DDAN ETIKA (CYBERLAW AND ETHICS),System,Course viewed,The user with id '10332' viewed the course with id '3843'.,web,GS56567
9/7/2020 22:18:00,Assignment: SSK3207 (G1 and G9) Group Assignment 2,Assignment,The status of the submission has been viewed.,The user with id '19913' has viewed the submission status page for the assignment with course module id '79162'.,web,342320
9/7/2020 22:18:00,Forum: Assignment Topic 3 Submission,Forum,Course module viewed,The user with id '10332' viewed the 'forum' activity with course module id '57392'.,web,GS56567
9/7/2020 22:18:00,Assignment: SSK3207 (G1 and G9) Group Assignment 2,Assignment,Course module viewed,The user with id '19913' viewed the 'assign' activity with course module id '79162'.,web,342320
9/7/2020 22:18:00,Forum: Topic 2 Assignment Upload,Forum,Course module viewed,The user with id '10332' viewed the 'forum' activity with course module id '32573'.,web,GS56567
9/7/2020 22:18:00,Course: SKR4307-1: APLIKASI BERGERAK (MOBILE APPLICATIONS),System,Course viewed,The user with id '14480' viewed the course with id '3030'.,web,871419
9/7/2020 22:18:00,Course: SSK4407-2: ANALITIK BISNES (BUSINESS ANALYTICS),System,Course viewed,The user with id '14480' viewed the course with id '3115'.,web,871419
9/7/2020 22:19:00,Quiz: QUIZ (Second Assesment),Quiz,Quiz attempt reviewed,The user with id '999' has had their attempt with id '52189' reviewed by the user with id '1917' for the quiz with course module id '79647'.,web,8417A0
9/7/2020 22:19:00,Assignment: SCL Watching Video- Enemy of the state,Assignment,The status of the submission has been viewed.,The user with id '12633' has viewed the submission status page for the assignment with course module id '94233'.,web,018519
9/7/2020 22:19:00,Assignment: Submit your App#4 here,Assignment,The status of the submission has been viewed.,The user with id '14480' has viewed the submission status page for the assignment with course module id '35191'.,web,871419
9/7/2020 22:19:00,Course: SIM4207-2: ETIKA DALAM PENGKOMPUTERAN (ETHICS IN COMPUTING),System,Course viewed,The user with id '12633' viewed the course with id '2954'.,web,018519
9/7/2020 22:19:00,Assignment: Submit your App#4 here,Assignment,Course module viewed,The user with id '14480' viewed the 'assign' activity with course module id '35191'.,web,871419
9/7/2020 22:19:00,Assignment: SCL Watching Video- Enemy of the state,Assignment,Course module viewed,The user with id '12633' viewed the 'assign' activity with course module id '94233'.,web,018519
9/7/2020 22:19:00,Forum: Assignment Topic 4 Submission,Forum,Course module viewed,The user with id '10332' viewed the 'forum' activity with course module id '80275'.,web,GS56567
9/7/2020 22:19:00,Assignment: WEEK 14 - Presentation,Assignment,The status of the submission has been viewed.,The user with id '20781' has viewed the submission status page for the assignment with course module id '87966'.,web,394620
9/7/2020 22:19:00,Forum: Assignment materials,Forum,Course module viewed,The user with id '10332' viewed the 'forum' activity with course module id '15963'.,web,GS56567
9/7/2020 22:19:00,Assignment: WEEK 14 - Presentation,Assignment,Course module viewed,The user with id '20781' viewed the 'assign' activity with course module id '87966'.,web,394620
9/7/2020 22:19:00,Forum: Assignment Topic 4 Submission,Forum,Discussion viewed,The user with id '10332' has viewed the discussion with id '20821' in the forum with course module id '80275'.,web,GS56567
9/7/2020 22:19:00,Assignment: WEEK 14 - Presentation,Assignment,The status of the submission has been viewed.,The user with id '19913' has viewed the submission status page for the assignment with course module id '87966'.,web,342320
9/7/2020 22:19:00,Assignment: WEEK 14 - Presentation,Assignment,Course module viewed,The user with id '19913' viewed the 'assign' activity with course module id '87966'.,web,342320
9/7/2020 22:19:00,Assignment: SSK3207 (G1 and G9) Group Assignment 2,Assignment,The status of the submission has been viewed.,The user with id '19913' has viewed the submission status page for the assignment with course module id '79162'.,web,342320
